Record_ID,Video_ID,Video_Title,Channel_ID,Country_ID,Category_ID,Trending_Date,Published_Date,Trending_Rank,Views,Likes,Comments,Duration_Days
TR000234,VID000234,AI Technology Explained,CH004,JP,C03,2026-06-08,2026-04-17,24,2044640,174530,28582,3
TR000235,VID000235,Funny Moments You Can't Miss,CH008,CA,C05,2026-06-08,2026-02-22,25,2011754,87763,13069,14
TR000236,VID000236,Best Travel Destinations 2026,CH011,US,C02,2026-06-08,2026-03-05,26,958460,100867,11594,8
TR000237,VID000237,Behind the Scenes: Movie Production,CH001,JP,C07,2026-06-08,2026-04-08,27,1789442,130224,2021,11
TR000238,VID000238,Behind the Scenes: Movie Production,CH007,AU,C09,2026-06-08,2026-02-10,28,410386,28354,3737,9
TR000239,VID000239,The Ultimate Tech Review 2026,CH010,US,C10,2026-06-08,2026-04-27,29,335936,13394,3969,8
TR000240,VID000240,Behind the Scenes: Movie Production,CH003,CA,C04,2026-06-08,2026-03-26,30,937878,93788,10894,1
TR000241,VID000241,2026 Global Music Festival Highlights,CH007,AU,C09,2026-06-09,2026-04-01,1,747405,78921,2722,6
TR000242,VID000242,Behind the Scenes: Movie Production,CH005,JP,C02,2026-06-09,2026-05-05,2,212158,16706,1787,9
TR000243,VID000243,2026 Global Music Festival Highlights,CH009,US,C06,2026-06-09,2026-05-15,3,198060,11875,2159,11
TR000244,VID000244,Best Travel Destinations 2026,CH007,AU,C09,2026-06-09,2026-05-21,4,2278702,178509,12281,13
TR000245,VID000245,Best Travel Destinations 2026,CH004,JP,C03,2026-06-09,2026-03-04,5,86551,4633,474,4
TR000246,VID000246,Amazing Street Food Tour,CH001,JP,C07,2026-06-09,2026-04-10,6,2149948,212925,8360,8
TR000247,VID000247,The Ultimate Tech Review 2026,CH006,JP,C08,2026-06-09,2026-04-20,7,147962,9317,482,7
TR000248,VID000248,Top 10 Gaming Moments,CH012,TW,C01,2026-06-09,2026-02-27,8,920778,67739,10215,8
TR000249,VID000249,Funny Moments You Can't Miss,CH006,JP,C08,2026-06-09,2026-04-12,9,164276,11706,312,7
TR000250,VID000250,Best Travel Destinations 2026,CH012,US,C01,2026-06-09,2026-05-24,10,830193,70413,9990,12
TR000251,VID000251,Top 10 Gaming Moments,CH003,GB,C04,2026-06-09,2026-06-04,11,1051067,42656,10760,6
TR000252,VID000252,AI Technology Explained,CH006,JP,C08,2026-06-09,2026-03-29,12,949884,89577,2233,6
TR000253,VID000253,The Ultimate Tech Review 2026,CH004,TW,C03,2026-06-09,2026-05-26,13,330775,16828,1992,11
TR000254,VID000254,Best Travel Destinations 2026,CH009,GB,C06,2026-06-09,2026-04-05,14,294247,13853,1840,10
TR000255,VID000255,Top 10 Gaming Moments,CH004,TW,C03,2026-06-09,2026-04-15,15,693156,52216,6041,10
TR000256,VID000256,Breaking News: Global Update,CH012,AU,C01,2026-06-09,2026-04-21,16,260274,7084,3215,14
TR000257,VID000257,Amazing Street Food Tour,CH008,CA,C05,2026-06-09,2026-05-10,17,219024,8160,2709,3
TR000258,VID000258,The Ultimate Tech Review 2026,CH002,JP,C01,2026-06-09,2026-06-07,18,682806,26274,9819,10
TR000259,VID000259,New Science Discovery Explained,CH009,US,C06,2026-06-09,2026-05-15,19,61750,4857,155,14
TR000260,VID000260,Amazing Street Food Tour,CH004,US,C03,2026-06-09,2026-03-02,20,355666,20223,932,2
TR000261,VID000261,AI Technology Explained,CH008,US,C05,2026-06-09,2026-03-03,21,91011,2129,1070,13
TR000262,VID000262,K-Pop New Release Performance,CH004,TW,C03,2026-06-09,2026-03-08,22,458680,11969,4491,14
TR000263,VID000263,K-Pop New Release Performance,CH002,JP,C01,2026-06-09,2026-03-18,23,1388851,48800,4958,2
TR000264,VID000264,Amazing Street Food Tour,CH008,US,C05,2026-06-09,2026-03-28,24,58947,3547,175,9
TR000265,VID000265,Best Travel Destinations 2026,CH012,TW,C01,2026-06-09,2026-02-19,25,598660,12895,4721,8
TR000266,VID000266,Top 10 Gaming Moments,CH001,TW,C07,2026-06-09,2026-02-26,26,236114,9015,712,12
TR000267,VID000267,Best Travel Destinations 2026,CH006,TW,C08,2026-06-09,2026-04-20,27,112771,6046,733,5
TR000268,VID000268,New Science Discovery Explained,CH006,TW,C08,2026-06-09,2026-04-15,28,353357,20740,2642,6
TR000269,VID000269,The Ultimate Tech Review 2026,CH005,TW,C02,2026-06-09,2026-03-14,29,493286,18545,333,13
TR000270,VID000270,2026 Global Music Festival Highlights,CH005,KR,C02,2026-06-09,2026-03-19,30,144548,3148,161,3
TR000271,VID000271,The Ultimate Tech Review 2026,CH001,US,C07,2026-06-10,2026-04-08,1,77433,2374,181,4
TR000272,VID000272,New Science Discovery Explained,CH012,TW,C01,2026-06-10,2026-02-26,2,440223,44076,4139,10
TR000273,VID000273,2026 Global Music Festival Highlights,CH005,TW,C02,2026-06-10,2026-05-28,3,704360,70388,1132,10
TR000274,VID000274,Best Travel Destinations 2026,CH002,KR,C01,2026-06-10,2026-04-11,4,522642,50708,6514,2
TR000275,VID000275,Breaking News: Global Update,CH008,US,C05,2026-06-10,2026-03-16,5,1626175,35773,13036,5
TR000276,VID000276,Funny Moments You Can't Miss,CH012,US,C01,2026-06-10,2026-03-15,6,2108550,182229,2328,7
TR000277,VID000277,Championship Final Highlights,CH011,KR,C02,2026-06-10,2026-02-21,7,391204,7329,3080,10
TR000278,VID000278,AI Technology Explained,CH004,US,C03,2026-06-10,2026-04-19,8,486104,46830,4904,3
TR000279,VID000279,AI Technology Explained,CH011,JP,C02,2026-06-10,2026-06-05,9,1552222,34482,10325,1
TR000280,VID000280,The Ultimate Tech Review 2026,CH008,CA,C05,2026-06-10,2026-02-26,10,534141,43046,3225,3
TR000281,VID000281,The Ultimate Tech Review 2026,CH001,JP,C07,2026-06-10,2026-04-03,11,840445,59404,931,10
TR000282,VID000282,AI Technology Explained,CH005,JP,C02,2026-06-10,2026-02-26,12,1505487,40596,11362,2
TR000283,VID000283,AI Technology Explained,CH011,JP,C02,2026-06-10,2026-05-26,13,556796,13906,3313,10
TR000284,VID000284,AI Technology Explained,CH009,US,C06,2026-06-10,2026-05-19,14,178384,7803,2490,3
TR000285,VID000285,The Ultimate Tech Review 2026,CH001,TW,C07,2026-06-10,2026-03-03,15,131602,14123,558,5
TR000286,VID000286,Best Travel Destinations 2026,CH005,TW,C02,2026-06-10,2026-06-02,16,1377092,128840,11826,12
TR000287,VID000287,Breaking News: Global Update,CH011,JP,C02,2026-06-10,2026-05-19,17,659797,66552,2372,7
TR000288,VID000288,2026 Global Music Festival Highlights,CH008,CA,C05,2026-06-10,2026-03-25,18,230646,13471,2650,8
TR000289,VID000289,Amazing Street Food Tour,CH003,CA,C04,2026-06-10,2026-02-12,19,2707063,288840,26329,8
TR000290,VID000290,Breaking News: Global Update,CH010,US,C10,2026-06-10,2026-05-25,20,825338,82726,9289,1
TR000291,VID000291,Best Travel Destinations 2026,CH004,US,C03,2026-06-10,2026-03-06,21,620862,29582,6993,11
TR000292,VID000292,Top 10 Gaming Moments,CH011,JP,C02,2026-06-10,2026-04-30,22,1001362,54476,8322,6
TR000293,VID000293,Championship Final Highlights,CH010,US,C10,2026-06-10,2026-04-13,23,103791,3179,511,3
TR000294,VID000294,Behind the Scenes: Movie Production,CH005,TW,C02,2026-06-10,2026-06-06,24,146340,8116,1438,8
TR000295,VID000295,New Science Discovery Explained,CH006,TW,C08,2026-06-10,2026-05-15,25,107112,9430,58,14
TR000296,VID000296,Top 10 Gaming Moments,CH004,JP,C03,2026-06-10,2026-04-26,26,76053,1883,686,13
TR000297,VID000297,The Ultimate Tech Review 2026,CH003,US,C04,2026-06-10,2026-03-22,27,921963,18941,6966,3
TR000298,VID000298,Championship Final Highlights,CH012,AU,C01,2026-06-10,2026-04-22,28,163836,13406,435,13
TR000299,VID000299,Top 10 Gaming Moments,CH012,TW,C01,2026-06-10,2026-04-13,29,1141468,79118,7856,14
TR000300,VID000300,2026 Global Music Festival Highlights,CH007,US,C09,2026-06-10,2026-04-16,30,875048,34796,5150,11
TR000301,VID000301,K-Pop New Release Performance,CH012,AU,C01,2026-06-11,2026-04-25,1,158865,12994,1889,6
TR000302,VID000302,Funny Moments You Can't Miss,CH012,AU,C01,2026-06-11,2026-02-28,2,2825208,212022,25490,4
TR000303,VID000303,Amazing Street Food Tour,CH010,US,C10,2026-06-11,2026-06-08,3,260986,18111,1260,3
TR000304,VID000304,Amazing Street Food Tour,CH010,JP,C10,2026-06-11,2026-04-26,4,956885,37014,5708,4
TR000305,VID000305,Best Travel Destinations 2026,CH001,TW,C07,2026-06-11,2026-03-29,5,517299,42042,632,2
TR000306,VID000306,New Science Discovery Explained,CH003,US,C04,2026-06-11,2026-05-18,6,616597,56479,7152,14
TR000307,VID000307,Behind the Scenes: Movie Production,CH012,US,C01,2026-06-11,2026-05-11,7,419263,6878,1928,14
TR000308,VID000308,Championship Final Highlights,CH006,JP,C08,2026-06-11,2026-06-04,8,997449,40828,13605,10
TR000309,VID000309,K-Pop New Release Performance,CH006,TW,C08,2026-06-11,2026-02-25,9,273702,8599,3522,4
TR000310,VID000310,2026 Global Music Festival Highlights,CH002,KR,C01,2026-06-11,2026-02-24,10,903549,26763,7427,11
TR000311,VID000311,AI Technology Explained,CH007,AU,C09,2026-06-11,2026-05-27,11,473066,53629,594,8
TR000312,VID000312,Best Travel Destinations 2026,CH009,GB,C06,2026-06-11,2026-04-14,12,741135,87344,1928,10
TR000313,VID000313,2026 Global Music Festival Highlights,CH005,KR,C02,2026-06-11,2026-05-23,13,601429,70110,1896,2
TR000314,VID000314,2026 Global Music Festival Highlights,CH005,JP,C02,2026-06-11,2026-02-25,14,387936,9437,4040,1
TR000315,VID000315,2026 Global Music Festival Highlights,CH008,US,C05,2026-06-11,2026-04-11,15,679298,15016,7311,2
TR000316,VID000316,Amazing Street Food Tour,CH006,JP,C08,2026-06-11,2026-04-02,16,884789,91952,5941,2
TR000317,VID000317,New Science Discovery Explained,CH006,JP,C08,2026-06-11,2026-04-15,17,282552,16454,2808,12
TR000318,VID000318,Breaking News: Global Update,CH008,US,C05,2026-06-11,2026-05-02,18,3301902,88336,18694,3
TR000319,VID000319,Championship Final Highlights,CH001,US,C07,2026-06-11,2026-05-21,19,273008,25788,2192,8
TR000320,VID000320,Funny Moments You Can't Miss,CH005,JP,C02,2026-06-11,2026-03-17,20,170530,5451,717,8
TR000321,VID000321,AI Technology Explained,CH010,US,C10,2026-06-11,2026-05-16,21,2754078,68537,15100,1
TR000322,VID000322,Funny Moments You Can't Miss,CH010,US,C10,2026-06-11,2026-03-04,22,3331609,86870,33393,11
TR000323,VID000323,AI Technology Explained,CH002,JP,C01,2026-06-11,2026-05-23,23,113845,3939,212,12
TR000324,VID000324,Championship Final Highlights,CH009,GB,C06,2026-06-11,2026-03-18,24,340175,16259,3340,2
TR000325,VID000325,K-Pop New Release Performance,CH010,US,C10,2026-06-11,2026-03-19,25,129469,10281,746,2
TR000326,VID000326,Championship Final Highlights,CH011,JP,C02,2026-06-11,2026-05-09,26,547295,42580,538,5
TR000327,VID000327,AI Technology Explained,CH012,AU,C01,2026-06-11,2026-03-02,27,3479937,82696,46265,11
TR000328,VID000328,The Ultimate Tech Review 2026,CH007,US,C09,2026-06-11,2026-04-09,28,152126,10034,346,4
TR000329,VID000329,Top 10 Gaming Moments,CH012,TW,C01,2026-06-11,2026-03-08,29,186853,16278,345,9
TR000330,VID000330,AI Technology Explained,CH004,TW,C03,2026-06-11,2026-05-16,30,636376,14851,7068,13
TR000331,VID000331,AI Technology Explained,CH009,US,C06,2026-06-12,2026-04-23,1,588884,69928,7990,12
TR000332,VID000332,AI Technology Explained,CH009,GB,C06,2026-06-12,2026-03-16,2,288127,19273,3604,14
TR000333,VID000333,The Ultimate Tech Review 2026,CH010,US,C10,2026-06-12,2026-05-22,3,243198,26767,2729,10
TR000334,VID000334,Amazing Street Food Tour,CH011,KR,C02,2026-06-12,2026-05-20,4,2283104,183099,12806,12
TR000335,VID000335,Best Travel Destinations 2026,CH011,JP,C02,2026-06-12,2026-05-28,5,271279,13039,150,6
TR000336,VID000336,Breaking News: Global Update,CH009,GB,C06,2026-06-12,2026-04-01,6,595591,13478,963,4
TR000337,VID000337,Top 10 Gaming Moments,CH010,JP,C10,2026-06-12,2026-04-26,7,162700,3007,798,14
TR000338,VID000338,The Ultimate Tech Review 2026,CH004,JP,C03,2026-06-12,2026-05-04,8,224640,22413,304,3
TR000339,VID000339,Top 10 Gaming Moments,CH001,JP,C07,2026-06-12,2026-03-13,9,168331,10426,1207,5
TR000340,VID000340,K-Pop New Release Performance,CH008,CA,C05,2026-06-12,2026-05-08,10,514080,29991,6237,4
TR000341,VID000341,Breaking News: Global Update,CH001,TW,C07,2026-06-12,2026-05-03,11,616602,27379,7982,14
TR000342,VID000342,Best Travel Destinations 2026,CH003,CA,C04,2026-06-12,2026-05-01,12,535255,47331,6782,14
TR000343,VID000343,Amazing Street Food Tour,CH009,TW,C06,2026-06-12,2026-02-13,13,3990897,248367,14636,13
TR000344,VID000344,Top 10 Gaming Moments,CH004,JP,C03,2026-06-12,2026-05-13,14,753157,14944,6570,9
TR000345,VID000345,AI Technology Explained,CH011,KR,C02,2026-06-12,2026-03-05,15,932294,72602,1337,8
TR000346,VID000346,Best Travel Destinations 2026,CH002,TW,C01,2026-06-12,2026-02-22,16,182423,9256,2707,13
TR000347,VID000347,Breaking News: Global Update,CH001,JP,C07,2026-06-12,2026-05-31,17,474516,10288,5957,12
TR000348,VID000348,2026 Global Music Festival Highlights,CH001,TW,C07,2026-06-12,2026-03-31,18,1413922,156253,14426,2
TR000349,VID000349,New Science Discovery Explained,CH008,CA,C05,2026-06-12,2026-04-08,19,144289,7327,416,8
TR000350,VID000350,Top 10 Gaming Moments,CH005,JP,C02,2026-06-12,2026-05-05,20,396353,30569,4236,7
TR000351,VID000351,Best Travel Destinations 2026,CH007,AU,C09,2026-06-12,2026-03-28,21,3878436,445266,35718,9
TR000352,VID000352,2026 Global Music Festival Highlights,CH001,US,C07,2026-06-12,2026-05-05,22,371058,8329,1554,13
TR000353,VID000353,2026 Global Music Festival Highlights,CH012,TW,C01,2026-06-12,2026-03-14,23,363924,23404,2559,3
TR000354,VID000354,2026 Global Music Festival Highlights,CH008,CA,C05,2026-06-12,2026-05-08,24,599986,37189,4426,13
TR000355,VID000355,Behind the Scenes: Movie Production,CH006,TW,C08,2026-06-12,2026-04-27,25,272401,17324,1868,11
TR000356,VID000356,Funny Moments You Can't Miss,CH006,JP,C08,2026-06-12,2026-02-27,26,960726,54460,1693,1
TR000357,VID000357,Breaking News: Global Update,CH008,US,C05,2026-06-12,2026-04-22,27,537871,9743,5536,11
TR000358,VID000358,AI Technology Explained,CH001,US,C07,2026-06-12,2026-03-28,28,1193571,128472,12208,13
TR000359,VID000359,2026 Global Music Festival Highlights,CH001,TW,C07,2026-06-12,2026-03-14,29,511379,44536,1104,4
TR000360,VID000360,2026 Global Music Festival Highlights,CH002,TW,C01,2026-06-12,2026-05-24,30,239241,18568,2026,1
TR000361,VID000361,The Ultimate Tech Review 2026,CH012,TW,C01,2026-06-13,2026-02-18,1,738166,62891,7633,3
TR000362,VID000362,Funny Moments You Can't Miss,CH011,KR,C02,2026-06-13,2026-06-03,2,373880,25321,939,9
TR000363,VID000363,Championship Final Highlights,CH007,GB,C09,2026-06-13,2026-03-21,3,1675259,118355,20975,2
TR000364,VID000364,Behind the Scenes: Movie Production,CH001,TW,C07,2026-06-13,2026-06-01,4,947709,43574,7152,5
TR000365,VID000365,Amazing Street Food Tour,CH005,TW,C02,2026-06-13,2026-04-25,5,371521,37432,548,6
TR000366,VID000366,Amazing Street Food Tour,CH011,JP,C02,2026-06-13,2026-05-08,6,100205,8583,450,6
TR000367,VID000367,Funny Moments You Can't Miss,CH010,US,C10,2026-06-13,2026-04-14,7,252234,15704,2244,7
TR000368,VID000368,New Science Discovery Explained,CH008,US,C05,2026-06-13,2026-04-26,8,117171,1909,687,4
TR000369,VID000369,Championship Final Highlights,CH012,US,C01,2026-06-13,2026-05-20,9,148602,8946,381,1
TR000370,VID000370,The Ultimate Tech Review 2026,CH001,US,C07,2026-06-13,2026-05-24,10,293368,14866,2346,12
TR000371,VID000371,Amazing Street Food Tour,CH003,CA,C04,2026-06-13,2026-02-22,11,380558,18144,3926,8
TR000372,VID000372,The Ultimate Tech Review 2026,CH002,KR,C01,2026-06-13,2026-04-09,12,216695,5645,634,5
TR000373,VID000373,K-Pop New Release Performance,CH008,CA,C05,2026-06-13,2026-04-15,13,145110,3689,512,11
TR000374,VID000374,Amazing Street Food Tour,CH010,JP,C10,2026-06-13,2026-04-24,14,487807,23359,1284,14
TR000375,VID000375,AI Technology Explained,CH010,JP,C10,2026-06-13,2026-05-07,15,402949,43632,3724,9
TR000376,VID000376,2026 Global Music Festival Highlights,CH001,TW,C07,2026-06-13,2026-03-28,16,556255,43789,1500,13
TR000377,VID000377,K-Pop New Release Performance,CH006,JP,C08,2026-06-13,2026-04-05,17,531415,38197,6136,7
TR000378,VID000378,Behind the Scenes: Movie Production,CH003,CA,C04,2026-06-13,2026-05-02,18,135904,13837,1465,1
TR000379,VID000379,Championship Final Highlights,CH005,TW,C02,2026-06-13,2026-02-25,19,834766,60275,2417,13
TR000380,VID000380,2026 Global Music Festival Highlights,CH003,US,C04,2026-06-13,2026-02-22,20,266008,26802,932,3
TR000381,VID000381,Championship Final Highlights,CH012,TW,C01,2026-06-13,2026-03-01,21,1283816,81460,14246,12
TR000382,VID000382,K-Pop New Release Performance,CH005,KR,C02,2026-06-13,2026-03-04,22,234604,16895,892,5
TR000383,VID000383,AI Technology Explained,CH002,JP,C01,2026-06-13,2026-04-20,23,1310325,37630,15674,5
TR000384,VID000384,Breaking News: Global Update,CH001,TW,C07,2026-06-13,2026-04-28,24,487957,9084,7104,3
TR000385,VID000385,New Science Discovery Explained,CH010,US,C10,2026-06-13,2026-02-25,25,1364161,104790,8106,11
TR000386,VID000386,Funny Moments You Can't Miss,CH001,JP,C07,2026-06-13,2026-03-17,26,420250,25773,3901,3
TR000387,VID000387,Top 10 Gaming Moments,CH002,TW,C01,2026-06-13,2026-04-23,27,397680,24482,3670,7
TR000388,VID000388,2026 Global Music Festival Highlights,CH003,CA,C04,2026-06-13,2026-04-01,28,1149863,24428,627,1
TR000389,VID000389,Best Travel Destinations 2026,CH001,US,C07,2026-06-13,2026-04-11,29,386445,26508,3704,2
TR000390,VID000390,Behind the Scenes: Movie Production,CH006,TW,C08,2026-06-13,2026-03-19,30,1206901,109688,12722,14
TR000391,VID000391,Breaking News: Global Update,CH005,TW,C02,2026-06-14,2026-05-04,1,180891,20898,113,2
TR000392,VID000392,Breaking News: Global Update,CH008,CA,C05,2026-06-14,2026-02-21,2,223248,5454,119,1
TR000393,VID000393,Funny Moments You Can't Miss,CH004,JP,C03,2026-06-14,2026-05-08,3,232935,21921,2713,1
TR000394,VID000394,The Ultimate Tech Review 2026,CH004,US,C03,2026-06-14,2026-04-09,4,681412,17691,4284,14
TR000395,VID000395,The Ultimate Tech Review 2026,CH004,TW,C03,2026-06-14,2026-03-11,5,365474,9741,4465,13
TR000396,VID000396,Best Travel Destinations 2026,CH003,CA,C04,2026-06-14,2026-03-04,6,255648,11875,412,2
TR000397,VID000397,AI Technology Explained,CH010,US,C10,2026-06-14,2026-05-29,7,137859,12346,1401,2
TR000398,VID000398,Best Travel Destinations 2026,CH007,GB,C09,2026-06-14,2026-06-06,8,411907,18829,1115,11
TR000399,VID000399,Amazing Street Food Tour,CH006,TW,C08,2026-06-14,2026-03-03,9,94769,7794,1392,3
TR000400,VID000400,Best Travel Destinations 2026,CH005,JP,C02,2026-06-14,2026-04-18,10,387504,36719,1249,7
TR000401,VID000401,AI Technology Explained,CH010,US,C10,2026-06-14,2026-03-06,11,231211,20040,926,14
TR000402,VID000402,Top 10 Gaming Moments,CH004,JP,C03,2026-06-14,2026-05-21,12,534502,24291,4632,13
TR000403,VID000403,The Ultimate Tech Review 2026,CH011,US,C02,2026-06-14,2026-06-06,13,431242,19340,1052,11
TR000404,VID000404,Behind the Scenes: Movie Production,CH009,GB,C06,2026-06-14,2026-03-27,14,75427,1945,244,2
TR000405,VID000405,Breaking News: Global Update,CH006,JP,C08,2026-06-14,2026-03-25,15,187502,4818,1073,9
TR000406,VID000406,Breaking News: Global Update,CH011,JP,C02,2026-06-14,2026-05-01,16,1363530,102319,18618,13
TR000407,VID000407,Behind the Scenes: Movie Production,CH003,US,C04,2026-06-14,2026-04-05,17,653739,15935,6839,13
TR000408,VID000408,Best Travel Destinations 2026,CH001,US,C07,2026-06-14,2026-03-17,18,399024,35475,224,5
TR000409,VID000409,Funny Moments You Can't Miss,CH005,JP,C02,2026-06-14,2026-06-01,19,247722,7086,2552,14
TR000410,VID000410,Behind the Scenes: Movie Production,CH009,GB,C06,2026-06-14,2026-03-22,20,192864,18725,1897,1
TR000411,VID000411,Breaking News: Global Update,CH005,TW,C02,2026-06-14,2026-04-27,21,1182430,76830,2493,12
TR000412,VID000412,Top 10 Gaming Moments,CH009,TW,C06,2026-06-14,2026-03-01,22,324901,11219,2763,2
TR000413,VID000413,The Ultimate Tech Review 2026,CH009,GB,C06,2026-06-14,2026-05-07,23,1250572,47087,12916,9
TR000414,VID000414,New Science Discovery Explained,CH008,CA,C05,2026-06-14,2026-06-07,24,410132,11566,4588,12
TR000415,VID000415,Breaking News: Global Update,CH012,US,C01,2026-06-14,2026-05-17,25,179760,19499,839,13
TR000416,VID000416,Amazing Street Food Tour,CH009,GB,C06,2026-06-14,2026-02-16,26,837680,81348,7024,10
TR000417,VID000417,Breaking News: Global Update,CH005,TW,C02,2026-06-14,2026-05-21,27,731816,83887,699,6
TR000418,VID000418,Top 10 Gaming Moments,CH001,JP,C07,2026-06-14,2026-02-18,28,997566,16002,7211,10
TR000419,VID000419,AI Technology Explained,CH012,TW,C01,2026-06-14,2026-03-04,29,338069,14557,1246,10
TR000420,VID000420,Funny Moments You Can't Miss,CH012,AU,C01,2026-06-14,2026-02-16,30,2116283,35510,24691,2
TR000421,VID000421,K-Pop New Release Performance,CH005,TW,C02,2026-06-15,2026-06-08,1,489850,25251,2885,5
TR000422,VID000422,K-Pop New Release Performance,CH004,JP,C03,2026-06-15,2026-06-08,2,2082376,223484,21439,8
TR000423,VID000423,Funny Moments You Can't Miss,CH001,US,C07,2026-06-15,2026-03-18,3,173797,5386,2353,13
TR000424,VID000424,AI Technology Explained,CH002,KR,C01,2026-06-15,2026-05-18,4,227239,14703,310,10
TR000425,VID000425,Funny Moments You Can't Miss,CH004,TW,C03,2026-06-15,2026-03-03,5,451751,52444,721,1
TR000426,VID000426,Funny Moments You Can't Miss,CH011,JP,C02,2026-06-15,2026-02-27,6,557211,44617,7518,10
TR000427,VID000427,AI Technology Explained,CH011,KR,C02,2026-06-15,2026-03-24,7,612746,50107,3755,11
TR000428,VID000428,New Science Discovery Explained,CH011,KR,C02,2026-06-15,2026-04-27,8,305716,34997,1648,12
TR000429,VID000429,Top 10 Gaming Moments,CH009,TW,C06,2026-06-15,2026-05-15,9,321307,9789,197,9
TR000430,VID000430,Behind the Scenes: Movie Production,CH011,JP,C02,2026-06-15,2026-05-13,10,514915,59515,4212,5
TR000431,VID000431,New Science Discovery Explained,CH005,TW,C02,2026-06-15,2026-05-08,11,119661,7556,1032,13
TR000432,VID000432,K-Pop New Release Performance,CH008,CA,C05,2026-06-15,2026-02-26,12,535877,10850,6823,13
TR000433,VID000433,Breaking News: Global Update,CH002,JP,C01,2026-06-15,2026-03-12,13,464149,19611,3173,7
TR000434,VID000434,AI Technology Explained,CH007,AU,C09,2026-06-15,2026-02-17,14,616518,10091,435,3
TR000435,VID000435,Championship Final Highlights,CH011,KR,C02,2026-06-15,2026-03-09,15,191639,22048,2783,13
TR000436,VID000436,2026 Global Music Festival Highlights,CH010,US,C10,2026-06-15,2026-03-13,16,2154836,194850,8805,11
TR000437,VID000437,AI Technology Explained,CH007,US,C09,2026-06-15,2026-04-17,17,600798,61712,7133,12
TR000438,VID000438,Championship Final Highlights,CH010,JP,C10,2026-06-15,2026-05-03,18,1270176,25195,15517,2
TR000439,VID000439,Behind the Scenes: Movie Production,CH007,GB,C09,2026-06-15,2026-05-24,19,285866,18722,2888,4
TR000440,VID000440,Funny Moments You Can't Miss,CH009,US,C06,2026-06-15,2026-02-16,20,414101,46193,6171,13
TR000441,VID000441,K-Pop New Release Performance,CH007,US,C09,2026-06-15,2026-04-09,21,1829591,203880,26142,10
TR000442,VID000442,K-Pop New Release Performance,CH001,JP,C07,2026-06-15,2026-05-01,22,242698,10036,2106,2
TR000443,VID000443,New Science Discovery Explained,CH004,JP,C03,2026-06-15,2026-02-21,23,720113,28093,10345,2
TR000444,VID000444,K-Pop New Release Performance,CH008,US,C05,2026-06-15,2026-05-05,24,853861,98021,7627,8
TR000445,VID000445,Best Travel Destinations 2026,CH003,US,C04,2026-06-15,2026-03-08,25,1117097,33625,7525,7
TR000446,VID000446,Behind the Scenes: Movie Production,CH010,US,C10,2026-06-15,2026-06-10,26,275523,16267,3255,4
TR000447,VID000447,Funny Moments You Can't Miss,CH002,TW,C01,2026-06-15,2026-03-14,27,187210,14480,182,11
TR000448,VID000448,Championship Final Highlights,CH004,TW,C03,2026-06-15,2026-05-31,28,157942,16954,1132,11
TR000449,VID000449,The Ultimate Tech Review 2026,CH008,US,C05,2026-06-15,2026-04-15,29,1087546,56577,13550,9
TR000450,VID000450,Amazing Street Food Tour,CH001,US,C07,2026-06-15,2026-04-23,30,931530,41601,6209,14
TR000451,VID000451,New Science Discovery Explained,CH005,TW,C02,2026-06-16,2026-05-06,1,225098,26375,850,5
TR000452,VID000452,AI Technology Explained,CH004,US,C03,2026-06-16,2026-04-26,2,457783,9361,1497,6
TR000453,VID000453,Amazing Street Food Tour,CH003,CA,C04,2026-06-16,2026-05-11,3,861398,51146,4214,9
TR000454,VID000454,New Science Discovery Explained,CH011,US,C02,2026-06-16,2026-03-30,4,702633,19787,3784,4
TR000455,VID000455,Behind the Scenes: Movie Production,CH007,AU,C09,2026-06-16,2026-03-23,5,137081,7535,892,10
TR000456,VID000456,New Science Discovery Explained,CH011,JP,C02,2026-06-16,2026-06-07,6,509923,22043,4901,9
TR000457,VID000457,Breaking News: Global Update,CH001,US,C07,2026-06-16,2026-05-22,7,525452,50956,5660,4
TR000458,VID000458,Best Travel Destinations 2026,CH001,TW,C07,2026-06-16,2026-03-20,8,153382,4861,477,11
TR000459,VID000459,K-Pop New Release Performance,CH006,TW,C08,2026-06-16,2026-02-25,9,1312526,138442,5872,9
TR000460,VID000460,Breaking News: Global Update,CH009,GB,C06,2026-06-16,2026-04-07,10,1114773,56005,16374,1
TR000461,VID000461,Top 10 Gaming Moments,CH001,US,C07,2026-06-16,2026-02-27,11,439944,24176,1260,2
TR000462,VID000462,Behind the Scenes: Movie Production,CH001,US,C07,2026-06-16,2026-05-04,12,863493,89021,574,1
TR000463,VID000463,2026 Global Music Festival Highlights,CH002,TW,C01,2026-06-16,2026-02-17,13,959465,96712,8081,8
TR000464,VID000464,Championship Final Highlights,CH003,US,C04,2026-06-16,2026-04-12,14,162521,7707,1217,13
TR000465,VID000465,AI Technology Explained,CH003,CA,C04,2026-06-16,2026-04-01,15,673703,67318,6951,7
TR000466,VID000466,Championship Final Highlights,CH002,KR,C01,2026-06-16,2026-02-21,16,326780,22109,499,7
TR000467,VID000467,2026 Global Music Festival Highlights,CH003,GB,C04,2026-06-16,2026-05-31,17,454545,18631,1300,1
TR000468,VID000468,2026 Global Music Festival Highlights,CH012,TW,C01,2026-06-16,2026-04-24,18,489853,23126,2751,6
